property_id,property_number,city,ward_code,ward_name,zone_name,area_name,plot_no,survey_no,cts_no,final_plot_no,postal_code,geo_lat,geo_lng,land_area_sq_m,built_up_area_sq_m,occupancy_type,annual_rateable_value_inr,estimated_property_tax_inr,status,use_type,owner_name,owner_contact,structural_risk_band,last_field_verification_date,remarks
1473a290-faa4-4495-9ac2-a381e3a4e897,BMC-C-400002-000001,Mumbai,MCGM-C,C Ward,Island City,Marine Lines East,433,183,7524,31,400002,18.943716,72.820648,260,492.1,owner_occupied,172543,29557,active,residential,Aditya Chavan,9900000012,low,2026-01-08,"Property verified against ward register; owner-occupied share likely high. Area context: Marine Lines East. Approx. land 260 sq m, built-up 492.1 sq m."
e3ba5447-299d-4b68-a117-e2c26a10c8bc,PMC-KVW-411011-000001,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Shaniwar Peth,340,27,3290,13,411011,18.51699,73.859199,241,392.6,rented,56879,9006,active,residential,Rutuja More,9900000013,low,2026-01-25,"Property verified against ward register; owner-occupied share likely high. Area context: Shaniwar Peth. Approx. land 241 sq m, built-up 392.6 sq m."
c5a43f5f-07c2-4a73-84bf-e62ba86a7ade,BMC-HE-400055-000001,Mumbai,MCGM-HE,H/E Ward,Western Suburbs,Santacruz East,942,269,4683,243,400055,19.095188,72.854042,366,372.6,rented,95187,26589,active,residential,Sagar Chavan,9900000014,low,2025-10-30,"Property verified against ward register; owner-occupied share likely high. Area context: Santacruz East. Approx. land 366 sq m, built-up 372.6 sq m."
b7be3082-f645-4bb9-af15-cdc38e540005,BMC-ME-400043-000001,Mumbai,MCGM-ME,M/E Ward,Eastern Suburbs,Govandi,151,209,3863,11,400043,19.051708,72.928935,200,870.7,owner_occupied,684169,110465,active,commercial,Neha Patel,9900000015,low,2026-03-31,"Frontage and signage potential flagged for annual review. Area context: Govandi. Approx. land 200 sq m, built-up 870.7 sq m."
db6a5326-b6b6-4189-a232-546d24ea8f44,BMC-FS-400012-000001,Mumbai,MCGM-FS,F/S Ward,City,Bhoiwada,29,272,2293,26,400012,18.990486,72.843484,465,780.1,rented,294451,78310,disputed,industrial,Umesh Patel,9900000016,high,2025-12-05,"Storage/fire referral may be required for certain workflows. Area context: Bhoiwada. Approx. land 465 sq m, built-up 780.1 sq m."
b2f01b9b-33a9-48a5-8033-8c34396889a5,PMC-KB-411021-000001,Pune,PMC-KB,Kothrud Bavdhan,West,Bavdhan,319,192,5116,73,411038,18.504932,73.814656,279,583.0,owner_occupied,77216,16548,inactive,residential,Rashmi Gaikwad,9900000017,low,2025-11-08,"Property verified against ward register; owner-occupied share likely high. Area context: Bavdhan. Approx. land 279 sq m, built-up 583.0 sq m."
692a4499-93c5-4bfe-a727-882311a2c53e,PMC-SG-411005-000001,Pune,PMC-SG,Shivajinagar Ghole Road,Central-West,Deccan Gymkhana,154,262,6211,172,411005,18.534476,73.849288,213,572.5,owner_occupied,82027,16171,active,residential,Siddharth Yadav,9900000018,low,2025-10-09,"Property verified against ward register; owner-occupied share likely high. Area context: Deccan Gymkhana. Approx. land 213 sq m, built-up 572.5 sq m."
caac8789-d96e-4641-a328-e16edfac7ff3,BMC-GN-400028-000001,Mumbai,MCGM-GN,G/N Ward,City,Shivaji Park,63,262,5741,41,400028,19.00849,72.840396,56,60.7,mixed,20860,4398,active,residential,Global Lounge,9900000019,high,2025-10-17,"Property verified against ward register; owner-occupied share likely high. Area context: Shivaji Park. Approx. land 56 sq m, built-up 60.7 sq m."
0344a06e-625f-4ecf-a6a3-060a9d4051ac,PMC-KVW-411030-000002,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Budhwar Peth,164,66,2980,68,411011,18.525331,73.850573,4909,12186.6,owner_occupied,2273380,485663,active,industrial,Rutuja Khot,9900000020,low,2026-02-12,"Storage/fire referral may be required for certain workflows. Area context: Budhwar Peth. Approx. land 4909 sq m, built-up 12186.6 sq m."
3e2d9dbd-dc37-44c5-a7b8-5f874ac4edb7,BMC-KE-400069-000001,Mumbai,MCGM-KE,K/E Ward,Western Suburbs,JB Nagar,603,29,1956,76,400069,19.123069,72.860634,1183,2075.5,rented,1224064,382899,active,commercial,Manisha Khan,9900000021,medium,2025-10-26,"Frontage and signage potential flagged for annual review. Area context: JB Nagar. Approx. land 1183 sq m, built-up 2075.5 sq m."
be93cdaa-3e7d-4ce8-8a8b-0f04a379bf30,BMC-S-400078-000001,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Bhandup West,154,246,4354,40,400078,19.138757,72.930352,305,734.7,rented,249919,53427,active,residential,Pooja Naik,9900000022,medium,2025-10-07,"Property verified against ward register; owner-occupied share likely high. Area context: Bhandup West. Approx. land 305 sq m, built-up 734.7 sq m."
1a06a290-0036-47d0-9866-bd1276d16c37,BMC-N-400077-000002,Mumbai,MCGM-N,N Ward,Eastern Suburbs,Ghatkopar East,937,78,1417,167,400077,19.07277,72.908172,3939,7737.8,rented,1230801,374903,under_verification,institutional,Varsha Chavan,9900000023,low,2026-04-07,"Non-residential public/institutional use; inspections routed via department. Area context: Ghatkopar East. Approx. land 3939 sq m, built-up 7737.8 sq m."
536c5c65-3f9a-465d-986c-ae0b0eb372e5,PMC-TR-411030-000001,Pune,PMC-TR,Tilak Road,Central,Perugate,727,118,3718,164,411030,18.508918,73.858437,73,271.7,owner_occupied,70927,12767,active,commercial,Atul Singh,9900000024,low,2025-12-17,"Frontage and signage potential flagged for annual review. Area context: Perugate. Approx. land 73 sq m, built-up 271.7 sq m."
ea30d4c9-439e-46fd-b335-5f9408b8573e,BMC-KW-400058-000002,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Lokhandwala,145,81,3817,130,400058,19.138103,72.846864,276,290.6,mixed,100221,20264,active,residential,Vaishali Sutar,9900000025,low,2026-05-10,"Property verified against ward register; owner-occupied share likely high. Area context: Lokhandwala. Approx. land 276 sq m, built-up 290.6 sq m."
baef42bc-d4a1-4bcc-8540-2dae1db14627,PMC-DS-411046-000001,Pune,PMC-DS,Dhankawadi Sahakarnagar,South,Balajinagar,873,299,5062,243,411009,18.465932,73.854411,687,713.7,owner_occupied,151356,26740,active,industrial,Vikas More,9900000026,low,2026-05-25,"Storage/fire referral may be required for certain workflows. Area context: Balajinagar. Approx. land 687 sq m, built-up 713.7 sq m."
2db936db-e6d2-4f0b-b2ac-1a36540932b3,PMC-HM-411028-000002,Pune,PMC-HM,Hadapsar Mundhwa,East,Hadapsar,539,148,8611,156,411036,18.48972,73.928928,777,2965.4,rented,887889,154486,active,commercial,Sonali Kadam,9900000027,low,2025-11-20,"Frontage and signage potential flagged for annual review. Area context: Hadapsar. Approx. land 777 sq m, built-up 2965.4 sq m."
f02019ce-b238-4525-b985-fd13fa39d277,PMC-NR-411014-000003,Pune,PMC-NR,Nagar Road Vadgaon Sheri,East,Nagar Road,813,131,7134,138,411006,18.547588,73.924731,2174,494.7,owner_occupied,12325,2643,active,vacant_land,Mahesh Agarwal,9900000028,low,2025-08-23,"Vacant parcel; development workflow more likely than trade workflow. Area context: Nagar Road. Approx. land 2174 sq m, built-up 494.7 sq m."
ccfd17ad-1b36-4b0d-a92c-84afccd6541d,PMC-SR-411041-000003,Pune,PMC-SR,Sinhagad Road,South-West,Dhayari,631,218,1892,183,411051,18.461846,73.837977,3076,5367.1,mixed,675620,77880,active,institutional,Prajakta Kale,9900000029,low,2026-01-16,"Non-residential public/institutional use; inspections routed via department. Area context: Dhayari. Approx. land 3076 sq m, built-up 5367.1 sq m."
01bb7ea2-6c81-4969-a07a-1dcdaa285805,BMC-S-400078-000002,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Kanjurmarg,123,83,9832,56,400078,19.160201,72.937753,1611,1652.8,mixed,294530,74353,active,institutional,Amit Shinde,9900000030,medium,2026-01-09,"Non-residential public/institutional use; inspections routed via department. Area context: Kanjurmarg. Approx. land 1611 sq m, built-up 1652.8 sq m."
0b6c209f-ce7c-41ad-aa2f-e408fa5fbf48,BMC-T-400080-000001,Mumbai,MCGM-T,T Ward,Eastern Suburbs,Nahur East,612,255,6116,233,400080,19.165152,72.949724,75,209.8,owner_occupied,57042,11238,active,residential,Manisha Karnik,9900000031,low,2026-01-08,"Property verified against ward register; owner-occupied share likely high. Area context: Nahur East. Approx. land 75 sq m, built-up 209.8 sq m."
730ac533-042e-48db-ba51-df777152b4db,BMC-MW-400071-000001,Mumbai,MCGM-MW,M/W Ward,Eastern Suburbs,Deonar Annexe,385,222,6980,81,400071,19.058663,72.891703,594,990.6,owner_occupied,655282,136683,active,commercial,Rohit Mehta,9900000032,medium,2026-02-02,"Frontage and signage potential flagged for annual review. Area context: Deonar Annexe. Approx. land 594 sq m, built-up 990.6 sq m."
b0b4d6f5-ac0e-4f82-833d-7377f5d0f78e,PMC-AB-411045-000002,Pune,PMC-AB,Aundh Baner,West,Baner,407,97,9543,60,411021,18.550669,73.809953,341,791.9,owner_occupied,200538,45817,active,commercial,Pratham Stores,9900000033,medium,2026-04-04,"Frontage and signage potential flagged for annual review. Area context: Baner. Approx. land 341 sq m, built-up 791.9 sq m."
6d972750-c4d6-4b33-b4c4-b2eb945744d6,BMC-HW-400050-000001,Mumbai,MCGM-HW,H/W Ward,Western Suburbs,Khar West,752,185,791,20,400050,19.044625,72.839366,1131,1755.0,owner_occupied,310190,68796,active,institutional,Vardhaman Mart,9900000034,low,2026-04-09,"Non-residential public/institutional use; inspections routed via department. Area context: Khar West. Approx. land 1131 sq m, built-up 1755.0 sq m."
9732079f-4d76-4b85-897f-9bb46aea1b1b,PMC-KVW-411002-000003,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Vishrambag Wada,66,172,6364,58,411011,18.515755,73.853428,591,1037.2,mixed,241886,33175,active,mixed_use,Sunrise Bakery,9900000035,low,2025-10-22,"Ground-floor commercial activity noted; upper floors residential. Area context: Vishrambag Wada. Approx. land 591 sq m, built-up 1037.2 sq m."
c4b3f0c1-992b-4510-b094-d49e0e14bbaf,PMC-YKD-411006-000001,Pune,PMC-YKD,Yerwada Kalas Dhanori,North-East,Yerwada,833,27,5294,19,411032,18.560218,73.893353,313,658.9,owner_occupied,69816,19602,active,residential,Nirman Enterprises,9900000036,low,2026-01-25,"Property verified against ward register; owner-occupied share likely high. Area context: Yerwada. Approx. land 313 sq m, built-up 658.9 sq m."
bab0ce15-ca03-4588-8d7e-2426f1ba3cff,PMC-AB-411021-000003,Pune,PMC-AB,Aundh Baner,West,Balewadi,744,22,4366,51,411045,18.555697,73.800112,1954,4159.8,rented,404107,63240,sealed,institutional,Rutuja Sutar,9900000037,low,2026-02-12,"Non-residential public/institutional use; inspections routed via department. Area context: Balewadi. Approx. land 1954 sq m, built-up 4159.8 sq m."
707cabb0-2f1e-4a7f-a8d6-0f6b9af23d24,PMC-SR-411051-000004,Pune,PMC-SR,Sinhagad Road,South-West,Narhe,649,275,8633,207,411041,18.449439,73.819978,370,978.8,rented,111051,21999,active,residential,Manisha Gadgil,9900000038,low,2026-03-14,"Property verified against ward register; owner-occupied share likely high. Area context: Narhe. Approx. land 370 sq m, built-up 978.8 sq m."
2cb86dfd-1f14-4482-8c19-f2a2ac7394d6,BMC-KW-400058-000003,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Andheri West,784,235,7480,181,400058,19.119608,72.852995,517,1712.7,owner_occupied,982633,261820,active,commercial,Global Mart,9900000039,medium,2026-02-10,"Frontage and signage potential flagged for annual review. Area context: Andheri West. Approx. land 517 sq m, built-up 1712.7 sq m."
7aa0d257-f4e9-4ba6-93d0-b24483b0931c,PMC-SR-411051-000005,Pune,PMC-SR,Sinhagad Road,South-West,Dhayari,569,223,1618,95,411051,18.460081,73.837267,1858,1767.0,rented,180284,30725,active,institutional,Deepa Bansode,9900000040,low,2025-12-21,"Non-residential public/institutional use; inspections routed via department. Area context: Dhayari. Approx. land 1858 sq m, built-up 1767.0 sq m."
f72b4a7f-196b-43ad-8de6-9517720db875,BMC-N-400077-000003,Mumbai,MCGM-N,N Ward,Eastern Suburbs,Pant Nagar,378,46,7029,234,400077,19.075868,72.897371,894,1937.3,owner_occupied,995851,210865,under_verification,mixed_use,Kavita Gadgil,9900000041,medium,2026-06-05,"Ground-floor commercial activity noted; upper floors residential. Area context: Pant Nagar. Approx. land 894 sq m, built-up 1937.3 sq m."
56427195-51b6-4d3d-b720-6a54ef192271,PMC-BBW-411043-000001,Pune,PMC-BBW,Bibwewadi,South,Market Yard,262,57,2861,48,411037,18.472542,73.872396,134,132.5,mixed,14095,2600,active,residential,Neha Kulkarni,9900000042,low,2026-05-08,"Property verified against ward register; owner-occupied share likely high. Area context: Market Yard. Approx. land 134 sq m, built-up 132.5 sq m."
1bcb5087-070b-477e-a177-1d78ebe610e0,PMC-BP-411011-000001,Pune,PMC-BP,Bhavani Peth,Central,Mahatma Phule Peth,510,62,8431,233,411011,18.513354,73.861661,296,542.8,owner_occupied,79784,11876,active,residential,Vijay Singh,9900000043,medium,2026-02-19,"Property verified against ward register; owner-occupied share likely high. Area context: Mahatma Phule Peth. Approx. land 296 sq m, built-up 542.8 sq m."
439e4705-9879-4d58-9f3a-0ef9f4e98f71,PMC-KY-411060-000001,Pune,PMC-KY,Kondhwa Yewalewadi,South,Kondhwa,437,170,4321,167,411060,18.455562,73.891756,2514,3815.6,rented,334187,65032,active,institutional,Shree Agency,9900000044,low,2026-01-29,"Non-residential public/institutional use; inspections routed via department. Area context: Kondhwa. Approx. land 2514 sq m, built-up 3815.6 sq m."
9b8aa80e-324d-4417-9144-14d39f295f2d,BMC-A-400001-000001,Mumbai,MCGM-A,A Ward,Island City,Colaba,7,203,5263,230,400001,18.932332,72.834714,306,460.7,mixed,119242,25273,active,residential,Greenfield Logistics,9900000045,low,2026-06-21,"Property verified against ward register; owner-occupied share likely high. Area context: Colaba. Approx. land 306 sq m, built-up 460.7 sq m."
ca8930d3-fa8b-48ac-99b3-ff0849c0a2f9,PMC-KVW-411011-000004,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Kasba Peth,934,178,4530,46,411002,18.522094,73.853856,364,702.4,rented,87601,18250,active,residential,Sunil Kale,9900000046,medium,2025-09-05,"Property verified against ward register; owner-occupied share likely high. Area context: Kasba Peth. Approx. land 364 sq m, built-up 702.4 sq m."
1b3a9ae8-e923-4fb2-8ee1-3efd4fd26f62,PMC-KVW-411011-000005,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Shaniwar Peth,434,134,6740,222,411002,18.521569,73.853605,364,770.7,owner_occupied,87582,18262,under_verification,residential,Global Engineering,9900000047,low,2026-04-15,"Property verified against ward register; owner-occupied share likely high. Area context: Shaniwar Peth. Approx. land 364 sq m, built-up 770.7 sq m."
bf31624f-69f9-4ed3-9bb3-1b92c5f9cd0d,PMC-WK-411052-000001,Pune,PMC-WK,Warje Karvenagar,West,Erandwane Annexe,48,293,9108,32,411058,18.490554,73.806326,186,651.7,rented,222929,41095,active,commercial,Urban Traders,9900000048,low,2026-03-12,"Frontage and signage potential flagged for annual review. Area context: Erandwane Annexe. Approx. land 186 sq m, built-up 651.7 sq m."
f493204c-43af-450a-b7d2-2351664ff9f1,BMC-S-400078-000003,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Kanjurmarg,329,185,542,153,400078,19.138949,72.929138,444,1738.4,owner_occupied,1259059,241393,active,commercial,Asha Patel,9900000049,high,2025-11-23,"Frontage and signage potential flagged for annual review. Area context: Kanjurmarg. Approx. land 444 sq m, built-up 1738.4 sq m."
ca5eae08-ed40-4dac-a828-fbea52e0faec,BMC-GN-400028-000002,Mumbai,MCGM-GN,G/N Ward,City,Dadar West,878,105,7991,46,400028,19.00883,72.850587,612,1235.5,mixed,701574,149169,active,commercial,Global Decor,9900000050,medium,2025-12-28,"Frontage and signage potential flagged for annual review. Area context: Dadar West. Approx. land 612 sq m, built-up 1235.5 sq m."
34a2d85c-b62c-4e3a-a0dc-95fbf2711c8f,PMC-KB-411021-000002,Pune,PMC-KB,Kothrud Bavdhan,West,Bavdhan,520,215,5823,83,411038,18.498386,73.799603,645,1432.7,owner_occupied,229684,49808,active,industrial,Supriya Thorve,9900000051,medium,2026-02-12,"Storage/fire referral may be required for certain workflows. Area context: Bavdhan. Approx. land 645 sq m, built-up 1432.7 sq m."
650ca796-ac6a-48cc-a9eb-fd155f98c445,BMC-RS-400067-000002,Mumbai,MCGM-RS,R/S Ward,Western Suburbs,Charkop,888,72,6449,229,400067,19.197481,72.836405,1061,1414.2,owner_occupied,922791,190208,active,commercial,Yogesh Thorve,9900000052,low,2026-04-17,"Frontage and signage potential flagged for annual review. Area context: Charkop. Approx. land 1061 sq m, built-up 1414.2 sq m."
97125b54-5cc4-4c0f-b0a0-1f7a8a32d3e6,BMC-A-400001-000002,Mumbai,MCGM-A,A Ward,Island City,Fort,916,37,3423,128,400001,18.946448,72.836507,416,842.5,owner_occupied,423287,69833,active,mixed_use,Ashish Agarwal,9900000053,high,2025-10-22,"Ground-floor commercial activity noted; upper floors residential. Area context: Fort. Approx. land 416 sq m, built-up 842.5 sq m."
257cf4ef-1c88-4de9-9a17-fa8db8926bd9,PMC-AB-411045-000004,Pune,PMC-AB,Aundh Baner,West,Aundh,133,29,8250,80,411021,18.551069,73.816456,2014,178.7,rented,12000,2500,active,vacant_land,Varsha Kadam,9900000054,low,2025-11-26,"Vacant parcel; development workflow more likely than trade workflow. Area context: Aundh. Approx. land 2014 sq m, built-up 178.7 sq m."
a989218b-c383-4880-ba1c-c00f22e42182,BMC-RC-400092-000001,Mumbai,MCGM-RC,R/C Ward,Western Suburbs,Eksar,997,45,4836,195,400092,19.237514,72.850919,263,275.4,owner_occupied,101162,17093,active,residential,Umesh Raut,9900000055,low,2026-04-23,"Property verified against ward register; owner-occupied share likely high. Area context: Eksar. Approx. land 263 sq m, built-up 275.4 sq m."
82a01d3e-5519-4b69-8bfc-d4bb34571d59,BMC-GS-400013-000001,Mumbai,MCGM-GS,G/S Ward,City,Lower Parel,166,108,4498,216,400013,19.001088,72.817764,2435,3572.7,owner_occupied,678073,158482,active,institutional,Sonali Patil,9900000056,medium,2025-10-27,"Non-residential public/institutional use; inspections routed via department. Area context: Lower Parel. Approx. land 2435 sq m, built-up 3572.7 sq m."
1f816519-5cae-481b-bca0-2e94e26bb733,PMC-BP-411042-000002,Pune,PMC-BP,Bhavani Peth,Central,Mahatma Phule Peth,76,261,8712,24,411042,18.513953,73.869051,230,268.4,owner_occupied,29722,6229,disputed,residential,Sheetal Singh,9900000057,low,2026-01-21,"Property verified against ward register; owner-occupied share likely high. Area context: Mahatma Phule Peth. Approx. land 230 sq m, built-up 268.4 sq m."
7d6e93a7-6bed-4699-820f-8a7de52c3a14,BMC-RN-400068-000002,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Rawalpada,461,30,325,54,400068,19.253684,72.847776,334,779.2,owner_occupied,223593,62139,active,residential,Om Pharmacy,9900000058,low,2025-10-23,"Property verified against ward register; owner-occupied share likely high. Area context: Rawalpada. Approx. land 334 sq m, built-up 779.2 sq m."
515de7c3-35f8-46fd-845c-6843b83997fe,BMC-RN-400068-000003,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Rawalpada,778,216,3807,194,400068,19.249781,72.864441,801,3243.1,mixed,2685811,560207,inactive,commercial,Sunita Khan,9900000059,low,2025-11-10,"Frontage and signage potential flagged for annual review. Area context: Rawalpada. Approx. land 801 sq m, built-up 3243.1 sq m."
9476014a-7c0f-46c4-9c0e-e1022390120e,BMC-ME-400043-000002,Mumbai,MCGM-ME,M/E Ward,Eastern Suburbs,Deonar,55,163,1873,123,400043,19.063013,72.905984,168,205.6,owner_occupied,72342,15976,active,residential,A1 Builders,9900000060,low,2025-10-14,"Property verified against ward register; owner-occupied share likely high. Area context: Deonar. Approx. land 168 sq m, built-up 205.6 sq m."
682a45c8-4fad-44ee-8ecf-4de7bb4e899f,PMC-HM-411028-000003,Pune,PMC-HM,Hadapsar Mundhwa,East,Magarpatta,788,116,2623,5,411028,18.501665,73.942821,382,1075.7,owner_occupied,265296,33106,active,mixed_use,Supriya Naik,9900000061,medium,2026-02-06,"Ground-floor commercial activity noted; upper floors residential. Area context: Magarpatta. Approx. land 382 sq m, built-up 1075.7 sq m."
2e44c395-d37f-4c16-8878-2e7f53be790e,PMC-SG-411005-000002,Pune,PMC-SG,Shivajinagar Ghole Road,Central-West,Deccan Gymkhana,868,282,7972,18,411005,18.530742,73.84821,395,840.4,owner_occupied,123357,25153,under_verification,residential,Shraddha Khot,9900000062,medium,2026-03-13,"Property verified against ward register; owner-occupied share likely high. Area context: Deccan Gymkhana. Approx. land 395 sq m, built-up 840.4 sq m."
02b74410-cc97-4a20-b8f0-0978bcce5189,BMC-KE-400069-000002,Mumbai,MCGM-KE,K/E Ward,Western Suburbs,Marol,956,274,1376,171,400069,19.115197,72.857184,170,692.0,owner_occupied,484856,85637,active,commercial,Kailas More,9900000063,medium,2026-03-10,"Frontage and signage potential flagged for annual review. Area context: Marol. Approx. land 170 sq m, built-up 692.0 sq m."
2deb28a4-8af1-4efa-a0e4-562a3e1f7add,BMC-RS-400067-000003,Mumbai,MCGM-RS,R/S Ward,Western Suburbs,Charkop,975,177,6246,147,400067,19.195737,72.830028,231,430.1,owner_occupied,120300,33652,active,residential,Skyline Solutions,9900000064,low,2026-04-20,"Property verified against ward register; owner-occupied share likely high. Area context: Charkop. Approx. land 231 sq m, built-up 430.1 sq m."
14fc0fc7-9cc6-4e68-878a-2aa38655f641,PMC-KVW-411011-000006,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Budhwar Peth,750,239,4448,227,411002,18.519883,73.854202,217,225.3,mixed,22877,4332,sealed,residential,Fortune Pharmacy,9900000065,low,2025-09-08,"Property verified against ward register; owner-occupied share likely high. Area context: Budhwar Peth. Approx. land 217 sq m, built-up 225.3 sq m."
3483e4f5-aebd-453c-9a7e-24f5f04d2fa4,BMC-L-400070-000001,Mumbai,MCGM-L,L Ward,Eastern Suburbs,Kurla West,453,189,6986,44,400070,19.077393,72.874771,122,148.4,mixed,49504,9296,under_verification,residential,Sneha Gadgil,9900000066,low,2025-12-02,"Property verified against ward register; owner-occupied share likely high. Area context: Kurla West. Approx. land 122 sq m, built-up 148.4 sq m."
2044c392-a776-451a-91a3-420df989bdda,BMC-GN-400028-000003,Mumbai,MCGM-GN,G/N Ward,City,Shivaji Park,787,77,8472,53,400028,19.029273,72.840783,436,626.3,owner_occupied,214655,46579,active,residential,Sneha Yadav,9900000067,medium,2026-03-02,"Property verified against ward register; owner-occupied share likely high. Area context: Shivaji Park. Approx. land 436 sq m, built-up 626.3 sq m."
b0337355-2365-44d3-aabe-cae2d4a33646,PMC-SR-411051-000006,Pune,PMC-SR,Sinhagad Road,South-West,Sinhagad Road,276,244,7340,38,411051,18.467945,73.831034,4434,9333.6,mixed,1556399,277893,active,industrial,Siddharth Naik,9900000068,medium,2025-11-28,"Storage/fire referral may be required for certain workflows. Area context: Sinhagad Road. Approx. land 4434 sq m, built-up 9333.6 sq m."
