property_id,property_number,city,ward_code,ward_name,zone_name,area_name,plot_no,survey_no,cts_no,final_plot_no,postal_code,geo_lat,geo_lng,land_area_sq_m,built_up_area_sq_m,occupancy_type,annual_rateable_value_inr,estimated_property_tax_inr,status,use_type,owner_name,owner_contact,structural_risk_band,last_field_verification_date,remarks
b689454c-6feb-4c0f-9878-4700a05b0920,PMC-BBW-411043-000001,Pune,PMC-BBW,Bibwewadi,South,Market Yard,779,168,6080,132,411043,18.475929,73.860449,3825,4909.5,owner_occupied,453205,110303,active,institutional,Harshal Bansode,9900000011,low,2026-01-22,"Non-residential public/institutional use; inspections routed via department. Area context: Market Yard. Approx. land 3825 sq m, built-up 4909.5 sq m."
b72f1381-5c4b-4b59-a012-28ca2442624a,BMC-D-400007-000001,Mumbai,MCGM-D,D Ward,Island City,Grant Road,52,292,4619,127,400007,18.949229,72.79791,163,220.3,owner_occupied,63526,13945,active,residential,Yogesh Shah,9900000012,low,2025-11-09,"Property verified against ward register; owner-occupied share likely high. Area context: Grant Road. Approx. land 163 sq m, built-up 220.3 sq m."
58c32f7d-db56-4812-89f0-0990b2e04c62,PMC-SR-411041-000002,Pune,PMC-SR,Sinhagad Road,South-West,Dhayari,774,168,2373,51,411041,18.450005,73.820678,233,582.5,owner_occupied,203817,34309,active,commercial,Swati Mehta,9900000013,low,2026-01-19,"Frontage and signage potential flagged for annual review. Area context: Dhayari. Approx. land 233 sq m, built-up 582.5 sq m."
62020698-334d-4c7b-ac27-706ad9c71868,BMC-PS-400104-000001,Mumbai,MCGM-PS,P/S Ward,Western Suburbs,Motilal Nagar,690,269,1805,107,400104,19.163489,72.855778,1007,3919.2,owner_occupied,2931259,478655,active,commercial,Reliable Agency,9900000014,medium,2026-06-02,"Frontage and signage potential flagged for annual review. Area context: Motilal Nagar. Approx. land 1007 sq m, built-up 3919.2 sq m."
e6a69a97-1224-4780-ba22-4ac85e831a69,PMC-WR-411013-000001,Pune,PMC-WR,Wanowrie Ramtekdi,South-East,Wanowrie,723,248,2272,133,411040,18.504462,73.901267,144,253.7,mixed,28620,5688,active,residential,Sagar Kulkarni,9900000015,medium,2026-01-04,"Property verified against ward register; owner-occupied share likely high. Area context: Wanowrie. Approx. land 144 sq m, built-up 253.7 sq m."
bdcca9cb-f60e-4f6b-9357-f522890c9f95,BMC-RN-400068-000002,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Rawalpada,125,110,9405,174,400068,19.265129,72.867429,1017,2391.0,rented,1515047,377625,active,commercial,Anita Raut,9900000016,low,2026-03-08,"Frontage and signage potential flagged for annual review. Area context: Rawalpada. Approx. land 1017 sq m, built-up 2391.0 sq m."
cefaa538-0ee6-406c-b6c6-d4b83a19652e,BMC-PN-400064-000001,Mumbai,MCGM-PN,P/N Ward,Western Suburbs,Malad West,103,147,6781,85,400064,19.172145,72.84241,311,427.3,mixed,112496,29395,active,residential,Vardhaman Logistics,9900000017,low,2026-06-16,"Property verified against ward register; owner-occupied share likely high. Area context: Malad West. Approx. land 311 sq m, built-up 427.3 sq m."
5e3e78c1-2838-4391-810d-29ace058f116,BMC-FN-400019-000002,Mumbai,MCGM-FN,F/N Ward,City,Sion,191,140,4752,225,400019,19.029903,72.846904,448,983.8,rented,175408,46649,active,institutional,Galaxy Stationers,9900000018,low,2026-03-29,"Non-residential public/institutional use; inspections routed via department. Area context: Sion. Approx. land 448 sq m, built-up 983.8 sq m."
d633fd82-fa39-40c0-9bd5-6061f06e96aa,PMC-HM-411036-000001,Pune,PMC-HM,Hadapsar Mundhwa,East,Kharadi Annexe,528,155,5382,23,411028,18.507434,73.938449,138,175.1,owner_occupied,20451,3808,active,residential,Sai Mart,9900000019,low,2026-01-07,"Property verified against ward register; owner-occupied share likely high. Area context: Kharadi Annexe. Approx. land 138 sq m, built-up 175.1 sq m."
99261325-1f00-4003-ae93-d1f3eb6c97aa,PMC-WR-411013-000002,Pune,PMC-WR,Wanowrie Ramtekdi,South-East,Ramtekdi,630,270,3628,57,411013,18.4936,73.911477,671,2333.7,rented,644868,147171,under_verification,commercial,Swati Shinde,9900000020,low,2026-04-16,"Frontage and signage potential flagged for annual review. Area context: Ramtekdi. Approx. land 671 sq m, built-up 2333.7 sq m."
7d348c70-4255-4c31-873b-9f4e273fc310,BMC-FN-400019-000003,Mumbai,MCGM-FN,F/N Ward,City,Wadala East,598,131,8018,24,400019,19.026696,72.858271,1100,2923.9,rented,2103304,359806,active,commercial,Ashish More,9900000021,low,2026-06-14,"Frontage and signage potential flagged for annual review. Area context: Wadala East. Approx. land 1100 sq m, built-up 2923.9 sq m."
6ebc875c-2ba0-470c-8744-53af4a69d10e,BMC-C-400002-000001,Mumbai,MCGM-C,C Ward,Island City,Marine Lines East,788,92,2228,197,400002,18.953859,72.837879,2233,1885.6,rented,393489,71292,inactive,institutional,Deepak Pawar,9900000022,low,2026-05-08,"Non-residential public/institutional use; inspections routed via department. Area context: Marine Lines East. Approx. land 2233 sq m, built-up 1885.6 sq m."
99dd6d44-97b9-4c07-9c2f-74bb43d3e1da,BMC-KW-400058-000001,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Lokhandwala,355,25,2551,71,400058,19.135665,72.837839,438,1339.6,rented,680622,123720,active,mixed_use,Sai Bakery,9900000023,low,2025-12-26,"Ground-floor commercial activity noted; upper floors residential. Area context: Lokhandwala. Approx. land 438 sq m, built-up 1339.6 sq m."
af4c308b-5bdb-47d1-a464-03361a29b5e5,PMC-SR-411041-000003,Pune,PMC-SR,Sinhagad Road,South-West,Narhe,310,269,2357,170,411041,18.45521,73.821119,334,524.3,rented,62501,11764,under_verification,residential,Supreme Lounge,9900000024,low,2026-01-11,"Property verified against ward register; owner-occupied share likely high. Area context: Narhe. Approx. land 334 sq m, built-up 524.3 sq m."
cb430ca7-f6f5-4ee9-9dd2-faf7e17bebb4,BMC-MW-400071-000001,Mumbai,MCGM-MW,M/W Ward,Eastern Suburbs,Deonar Annexe,423,138,6834,143,400071,19.0554,72.891293,452,846.3,rented,277559,65633,active,residential,Sonali Thorve,9900000025,low,2025-11-11,"Property verified against ward register; owner-occupied share likely high. Area context: Deonar Annexe. Approx. land 452 sq m, built-up 846.3 sq m."
b1fe42d2-90ea-4452-82f4-a242cd65e232,BMC-PN-400064-000002,Mumbai,MCGM-PN,P/N Ward,Western Suburbs,Malad West,960,158,3123,247,400064,19.191478,72.846706,716,1575.6,owner_occupied,1267262,238632,active,commercial,Umesh More,9900000026,medium,2025-12-12,"Frontage and signage potential flagged for annual review. Area context: Malad West. Approx. land 716 sq m, built-up 1575.6 sq m."
7bd40856-ef3b-4053-95fe-c964640c1eec,BMC-HW-400050-000001,Mumbai,MCGM-HW,H/W Ward,Western Suburbs,Pali Hill,150,252,275,67,400050,19.047093,72.821941,63,131.1,owner_occupied,46169,7466,active,residential,Vijay Mahajan,9900000027,medium,2026-02-27,"Property verified against ward register; owner-occupied share likely high. Area context: Pali Hill. Approx. land 63 sq m, built-up 131.1 sq m."
db7b40af-99e5-4080-8e8f-2a45cd4d7240,PMC-YKD-411006-000001,Pune,PMC-YKD,Yerwada Kalas Dhanori,North-East,Yerwada,783,250,114,106,411006,18.572643,73.893183,2226,22.6,owner_occupied,12000,2500,disputed,vacant_land,Pooja Bansode,9900000028,low,2026-06-06,"Vacant parcel; development workflow more likely than trade workflow. Area context: Yerwada. Approx. land 2226 sq m, built-up 22.6 sq m."
8d5fe37b-4cc1-4b5f-a5ed-eb342fa70680,BMC-HE-400055-000001,Mumbai,MCGM-HE,H/E Ward,Western Suburbs,Santacruz East,941,154,1588,135,400055,19.084554,72.835068,916,3536.1,rented,2819838,605635,active,commercial,Rashmi Chavan,9900000029,low,2026-02-05,"Frontage and signage potential flagged for annual review. Area context: Santacruz East. Approx. land 916 sq m, built-up 3536.1 sq m."
ddbd9dee-f038-44d9-8062-da77896618fe,PMC-KY-411060-000002,Pune,PMC-KY,Kondhwa Yewalewadi,South,Yewalewadi,580,92,1572,230,411060,18.445028,73.901862,204,581.3,owner_occupied,150113,26143,active,commercial,Pratham Mart,9900000030,medium,2025-12-28,"Frontage and signage potential flagged for annual review. Area context: Yewalewadi. Approx. land 204 sq m, built-up 581.3 sq m."
8cb2eb02-412c-49e4-85bc-34a86ae5c419,BMC-HE-400055-000002,Mumbai,MCGM-HE,H/E Ward,Western Suburbs,Vakola,774,140,2302,203,400055,19.068704,72.840238,831,2853.8,owner_occupied,1875720,523749,active,commercial,Siddhi Builders,9900000031,low,2026-03-15,"Frontage and signage potential flagged for annual review. Area context: Vakola. Approx. land 831 sq m, built-up 2853.8 sq m."
ed08cf8d-c5d6-4cb0-a645-d3ddf2459655,BMC-KE-400069-000002,Mumbai,MCGM-KE,K/E Ward,Western Suburbs,Marol,158,230,6235,183,400069,19.1109,72.843363,302,840.4,owner_occupied,371418,89955,active,mixed_use,Silver Warehousing,9900000032,low,2025-09-27,"Ground-floor commercial activity noted; upper floors residential. Area context: Marol. Approx. land 302 sq m, built-up 840.4 sq m."
c24d9c03-afbf-45a7-aadc-ec9034cf28f6,BMC-A-400001-000001,Mumbai,MCGM-A,A Ward,Island City,Cuffe Parade,534,129,2788,176,400001,18.93023,72.828715,411,1147.7,rented,360918,80382,active,residential,Sachin Khot,9900000033,low,2026-03-01,"Property verified against ward register; owner-occupied share likely high. Area context: Cuffe Parade. Approx. land 411 sq m, built-up 1147.7 sq m."
2894def7-3d51-4b50-81ca-5f0b30042703,PMC-SR-411041-000004,Pune,PMC-SR,Sinhagad Road,South-West,Dhayari,441,167,9748,35,411041,18.468146,73.823917,451,1222.5,owner_occupied,168583,28291,active,residential,Rashmi Kapoor,9900000034,medium,2026-06-03,"Property verified against ward register; owner-occupied share likely high. Area context: Dhayari. Approx. land 451 sq m, built-up 1222.5 sq m."
bf345c8f-ce85-4666-a125-b190f23e33c4,BMC-PN-400064-000003,Mumbai,MCGM-PN,P/N Ward,Western Suburbs,Liberty Garden,817,299,4783,213,400064,19.175897,72.835479,980,4225.6,rented,3446633,755115,active,commercial,Rajesh Raut,9900000035,low,2026-02-27,"Frontage and signage potential flagged for annual review. Area context: Liberty Garden. Approx. land 980 sq m, built-up 4225.6 sq m."
7d9bedcd-5cea-4047-8240-6dfc307dad26,BMC-KE-400069-000003,Mumbai,MCGM-KE,K/E Ward,Western Suburbs,Andheri East,674,229,5826,43,400069,19.127871,72.850085,2913,6059.5,owner_occupied,1285124,271007,active,institutional,Mahalaxmi Traders,9900000036,low,2025-12-28,"Non-residential public/institutional use; inspections routed via department. Area context: Andheri East. Approx. land 2913 sq m, built-up 6059.5 sq m."
be397954-91dd-4fad-892f-d07732948278,BMC-KW-400058-000002,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Lokhandwala,320,176,5630,117,400058,19.122752,72.828833,83,94.9,rented,25880,7665,under_verification,residential,Silver Engineering,9900000037,low,2026-03-07,"Property verified against ward register; owner-occupied share likely high. Area context: Lokhandwala. Approx. land 83 sq m, built-up 94.9 sq m."
14ca98e8-be5d-4512-acfc-7ad04cf52a2c,BMC-HW-400050-000002,Mumbai,MCGM-HW,H/W Ward,Western Suburbs,Bandra West,656,188,7090,102,400050,19.054188,72.827527,448,784.3,owner_occupied,208904,56170,active,residential,Siddharth Jadhav,9900000038,low,2026-03-22,"Property verified against ward register; owner-occupied share likely high. Area context: Bandra West. Approx. land 448 sq m, built-up 784.3 sq m."
45ea22de-a8d3-49a8-b9a2-26b2d8757c13,PMC-HM-411028-000002,Pune,PMC-HM,Hadapsar Mundhwa,East,Magarpatta,941,217,9679,22,411028,18.492571,73.931239,220,588.6,owner_occupied,73928,17144,active,residential,Prakash Mehta,9900000039,medium,2026-01-12,"Property verified against ward register; owner-occupied share likely high. Area context: Magarpatta. Approx. land 220 sq m, built-up 588.6 sq m."
e633aa90-5d57-4671-813f-286241671c2f,BMC-PS-400104-000002,Mumbai,MCGM-PS,P/S Ward,Western Suburbs,Goregaon West,497,17,2246,50,400104,19.168486,72.840156,270,594.2,owner_occupied,171350,44467,active,residential,Sneha Mahajan,9900000040,low,2025-08-24,"Property verified against ward register; owner-occupied share likely high. Area context: Goregaon West. Approx. land 270 sq m, built-up 594.2 sq m."
82f59364-64f9-41fb-b214-061e682e21b9,BMC-E-400008-000001,Mumbai,MCGM-E,E Ward,Island City,Reay Road,452,180,8961,56,400008,18.971536,72.847281,461,1374.2,owner_occupied,370406,79763,active,residential,Manisha Thorve,9900000041,low,2026-04-23,"Property verified against ward register; owner-occupied share likely high. Area context: Reay Road. Approx. land 461 sq m, built-up 1374.2 sq m."
7329ae00-9478-42a9-a83a-f9af653d78c4,BMC-PS-400104-000003,Mumbai,MCGM-PS,P/S Ward,Western Suburbs,Bangur Nagar,922,251,1570,35,400104,19.174477,72.832253,634,1366.1,rented,864703,202128,active,commercial,Sunrise Associates,9900000042,low,2026-01-08,"Frontage and signage potential flagged for annual review. Area context: Bangur Nagar. Approx. land 634 sq m, built-up 1366.1 sq m."
8bf2ecb5-e4cc-44f3-b8fe-f37adce17018,BMC-L-400070-000001,Mumbai,MCGM-L,L Ward,Eastern Suburbs,Kurla East,974,146,8006,84,400070,19.079776,72.884224,395,1132.2,rented,303944,87103,active,residential,Urban Hospitality,9900000043,medium,2025-12-25,"Property verified against ward register; owner-occupied share likely high. Area context: Kurla East. Approx. land 395 sq m, built-up 1132.2 sq m."
3a91cb08-5a73-4d89-b589-d8ccab65f835,BMC-B-400009-000001,Mumbai,MCGM-B,B Ward,Island City,Bhuleshwar,468,27,21,246,400009,18.9746,72.827552,68,109.5,rented,83280,18722,active,commercial,Greenfield Enterprises,9900000044,low,2025-12-31,"Frontage and signage potential flagged for annual review. Area context: Bhuleshwar. Approx. land 68 sq m, built-up 109.5 sq m."
4e5b673a-7fe4-421f-8fec-2848ce417bc7,BMC-A-400001-000002,Mumbai,MCGM-A,A Ward,Island City,Fort,9,74,5639,210,400001,18.936076,72.827611,498,1451.3,rented,813256,237833,active,commercial,Kailas Deshmukh,9900000045,low,2025-12-24,"Frontage and signage potential flagged for annual review. Area context: Fort. Approx. land 498 sq m, built-up 1451.3 sq m."
83b6a0a4-256b-4645-a954-3c0b6aaf4bb2,BMC-FS-400012-000001,Mumbai,MCGM-FS,F/S Ward,City,Parel,771,14,2027,151,400012,18.998606,72.831415,480,651.0,owner_occupied,213835,37444,active,residential,Deepak Joshi,9900000046,low,2026-03-14,"Property verified against ward register; owner-occupied share likely high. Area context: Parel. Approx. land 480 sq m, built-up 651.0 sq m."
692c48e4-7ba5-4a25-bd5c-71e1568bdbb0,PMC-YKD-411032-000002,Pune,PMC-YKD,Yerwada Kalas Dhanori,North-East,Yerwada,541,135,207,93,411006,18.575716,73.904368,1073,1216.7,owner_occupied,180502,47787,active,industrial,Sagar Shinde,9900000047,low,2025-10-14,"Storage/fire referral may be required for certain workflows. Area context: Yerwada. Approx. land 1073 sq m, built-up 1216.7 sq m."
19e12338-21ec-47cb-9c69-86d988df1009,BMC-L-400070-000002,Mumbai,MCGM-L,L Ward,Eastern Suburbs,Kurla East,86,223,5087,21,400070,19.077019,72.87564,367,743.8,owner_occupied,244496,45406,active,residential,Atul Kale,9900000048,medium,2026-01-05,"Property verified against ward register; owner-occupied share likely high. Area context: Kurla East. Approx. land 367 sq m, built-up 743.8 sq m."
562cd624-02c6-46d4-b763-f5df6f331ea4,PMC-KB-411021-000002,Pune,PMC-KB,Kothrud Bavdhan,West,Bavdhan,381,29,2089,192,411021,18.5041,73.806286,405,934.5,mixed,173133,30922,active,mixed_use,Yogesh Raut,9900000049,medium,2026-02-28,"Ground-floor commercial activity noted; upper floors residential. Area context: Bavdhan. Approx. land 405 sq m, built-up 934.5 sq m."
954e50fa-4f53-4c68-bc9b-aa1119463d87,BMC-E-400008-000002,Mumbai,MCGM-E,E Ward,Island City,Mazgaon,393,92,2468,46,400008,18.969486,72.826251,62,99.9,rented,62993,12526,active,mixed_use,Siddhi Mart,9900000050,low,2026-01-12,"Ground-floor commercial activity noted; upper floors residential. Area context: Mazgaon. Approx. land 62 sq m, built-up 99.9 sq m."
49675c8f-ec73-4799-895c-199f5b0d9f60,BMC-L-400070-000003,Mumbai,MCGM-L,L Ward,Eastern Suburbs,Kurla East,578,120,4989,190,400070,19.078567,72.878514,273,250.3,rented,84945,13085,active,residential,Skyline Industries,9900000051,low,2025-12-13,"Property verified against ward register; owner-occupied share likely high. Area context: Kurla East. Approx. land 273 sq m, built-up 250.3 sq m."
f5f393a2-6b45-4036-be9a-7b6b09984256,PMC-SG-411005-000001,Pune,PMC-SG,Shivajinagar Ghole Road,Central-West,Ghole Road,729,291,4594,24,411005,18.529561,73.852612,161,286.8,owner_occupied,42081,6239,active,residential,Deepak Naik,9900000052,low,2026-03-20,"Property verified against ward register; owner-occupied share likely high. Area context: Ghole Road. Approx. land 161 sq m, built-up 286.8 sq m."
0ad20e6d-ed61-45cb-946e-ab584910c255,BMC-KE-400069-000004,Mumbai,MCGM-KE,K/E Ward,Western Suburbs,Andheri East,140,47,9589,28,400069,19.113388,72.849593,513,861.8,rented,419990,98198,active,mixed_use,Meera Shinde,9900000053,low,2026-02-25,"Ground-floor commercial activity noted; upper floors residential. Area context: Andheri East. Approx. land 513 sq m, built-up 861.8 sq m."
d43df831-6729-477b-b48d-52f7a08d0197,BMC-HW-400050-000003,Mumbai,MCGM-HW,H/W Ward,Western Suburbs,Pali Hill,307,67,4272,210,400050,19.065529,72.831067,222,384.5,rented,114927,27082,active,residential,Harshal Kulkarni,9900000054,low,2025-08-24,"Property verified against ward register; owner-occupied share likely high. Area context: Pali Hill. Approx. land 222 sq m, built-up 384.5 sq m."
ac71d160-a652-43af-a844-a511e9aa1d50,BMC-S-400078-000002,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Bhandup West,95,110,5442,32,400078,19.141804,72.940169,141,394.1,owner_occupied,121460,22206,inactive,residential,Metro Logistics,9900000055,low,2025-12-14,"Property verified against ward register; owner-occupied share likely high. Area context: Bhandup West. Approx. land 141 sq m, built-up 394.1 sq m."
e895cb6e-c379-47f4-9195-bf51995573c0,PMC-HM-411036-000003,Pune,PMC-HM,Hadapsar Mundhwa,East,Mundhwa,430,199,3277,165,411036,18.503697,73.948688,71,77.0,owner_occupied,12000,2500,active,residential,Global Logistics,9900000056,medium,2026-04-25,"Property verified against ward register; owner-occupied share likely high. Area context: Mundhwa. Approx. land 71 sq m, built-up 77.0 sq m."
8aa6be02-c25f-4588-9924-a2ace8ad29c5,PMC-SR-411051-000005,Pune,PMC-SR,Sinhagad Road,South-West,Narhe,673,15,3961,69,411041,18.46613,73.835848,511,2255.6,mixed,676549,123554,active,commercial,Sagar Gaikwad,9900000057,low,2026-04-11,"Frontage and signage potential flagged for annual review. Area context: Narhe. Approx. land 511 sq m, built-up 2255.6 sq m."
7f1b8aff-10d2-4db9-82ca-e39bf781c7ef,BMC-FN-400019-000004,Mumbai,MCGM-FN,F/N Ward,City,Matunga East,340,38,3310,207,400019,19.039726,72.86754,348,473.1,rented,158691,32710,active,residential,Akash Gadgil,9900000058,low,2026-05-27,"Property verified against ward register; owner-occupied share likely high. Area context: Matunga East. Approx. land 348 sq m, built-up 473.1 sq m."
44b82bab-5286-44ac-b20d-2445e5bcc7dc,PMC-BBW-411037-000002,Pune,PMC-BBW,Bibwewadi,South,Padmavati,229,114,9659,209,411037,18.48128,73.86099,4141,7737.6,mixed,1192567,298700,active,industrial,Aarav Raut,9900000059,low,2025-12-05,"Storage/fire referral may be required for certain workflows. Area context: Padmavati. Approx. land 4141 sq m, built-up 7737.6 sq m."
99f67ba7-bf89-4d53-918e-9a0f37e5e4c0,PMC-YKD-411015-000003,Pune,PMC-YKD,Yerwada Kalas Dhanori,North-East,Phulenagar,12,194,4355,54,411015,18.563633,73.895161,367,892.4,rented,92828,21755,active,residential,Priya Kulkarni,9900000060,medium,2026-02-15,"Property verified against ward register; owner-occupied share likely high. Area context: Phulenagar. Approx. land 367 sq m, built-up 892.4 sq m."
c3052ec5-667c-4b7d-bea5-818c2dbbf923,BMC-GS-400013-000001,Mumbai,MCGM-GS,G/S Ward,City,Prabhadevi,975,85,1725,19,400013,18.995505,72.8155,57,86.6,owner_occupied,22928,5023,active,residential,Om Engineering,9900000061,low,2026-03-08,"Property verified against ward register; owner-occupied share likely high. Area context: Prabhadevi. Approx. land 57 sq m, built-up 86.6 sq m."
339b0875-3391-449c-bce5-a5417b5143c6,BMC-S-400078-000003,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Kanjurmarg,586,42,9015,216,400078,19.147203,72.936073,644,1277.6,mixed,822813,187588,active,commercial,Vaishali Jadhav,9900000062,low,2025-08-06,"Frontage and signage potential flagged for annual review. Area context: Kanjurmarg. Approx. land 644 sq m, built-up 1277.6 sq m."
b24155e8-4bfe-489e-aacf-88dbca83a469,PMC-WK-411058-000001,Pune,PMC-WK,Warje Karvenagar,West,Warje,270,284,7214,120,411052,18.490985,73.799923,235,393.8,mixed,54939,9341,active,residential,Harshal Chavan,9900000063,low,2025-12-21,"Property verified against ward register; owner-occupied share likely high. Area context: Warje. Approx. land 235 sq m, built-up 393.8 sq m."
310419c7-8979-408a-bd73-b8c0250e9da5,BMC-GS-400013-000002,Mumbai,MCGM-GS,G/S Ward,City,Worli,973,45,7367,45,400013,18.994533,72.825254,477,1144.8,rented,368120,88214,active,residential,Vardhaman Pharmacy,9900000064,low,2025-12-10,"Property verified against ward register; owner-occupied share likely high. Area context: Worli. Approx. land 477 sq m, built-up 1144.8 sq m."
711f2a00-1036-4656-8426-7a527fd8f806,BMC-RS-400067-000001,Mumbai,MCGM-RS,R/S Ward,Western Suburbs,Kandivali West,577,20,1664,202,400067,19.216381,72.834796,883,1495.6,mixed,972868,203456,active,commercial,Swati Bansode,9900000065,medium,2025-11-25,"Frontage and signage potential flagged for annual review. Area context: Kandivali West. Approx. land 883 sq m, built-up 1495.6 sq m."
f62ae948-7a6e-4752-94a3-96d4d76acf6f,BMC-A-400001-000003,Mumbai,MCGM-A,A Ward,Island City,Fort,138,29,4933,250,400001,18.943106,72.838139,337,1047.1,owner_occupied,600065,104830,active,mixed_use,Sneha Jadhav,9900000066,medium,2026-05-09,"Ground-floor commercial activity noted; upper floors residential. Area context: Fort. Approx. land 337 sq m, built-up 1047.1 sq m."
9aaa0022-333d-43b8-9303-4e8e0caadfeb,BMC-A-400001-000004,Mumbai,MCGM-A,A Ward,Island City,Colaba,52,91,5914,181,400001,18.945758,72.835344,468,477.8,rented,141462,27130,active,residential,Milind Pawar,9900000067,medium,2025-11-06,"Property verified against ward register; owner-occupied share likely high. Area context: Colaba. Approx. land 468 sq m, built-up 477.8 sq m."
ce3cf81f-5cab-48eb-beda-e36b4bb56bbf,PMC-KVW-411011-000002,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Budhwar Peth,694,130,3397,69,411030,18.526793,73.864643,439,1284.7,rented,146610,38083,active,residential,Swati Yadav,9900000068,low,2026-04-06,"Property verified against ward register; owner-occupied share likely high. Area context: Budhwar Peth. Approx. land 439 sq m, built-up 1284.7 sq m."
